Order,Order Date,Region,Channel,Category,Product,Customer Segment,Units,Unit Price,Discount,Revenue,Cost,Margin,Fulfilled,Returned,Delivery Days
1472,2024-01-08,West,Store,Home,Storage Bin,Small Business,1,18.81,0.20,15.05,7.07,7.98,true,false,5
1473,2024-01-09,North,Wholesale,Outdoors,Trail Bottle,Enterprise,8,24.01,0.00,192.10,84.52,107.57,true,false,4
1474,2024-01-10,South,Web,Outdoors,Camp Chair,Consumer,1,76.03,0.05,72.22,41.89,30.33,true,false,2
1475,2024-01-11,East,Store,Kitchen,Chef Pan,Small Business,4,45.55,0.10,163.97,90.19,73.79,true,false,1
1476,2024-01-12,West,Wholesale,Electronics,USB Hub,Enterprise,1,26.50,0.20,21.20,13.36,7.84,true,false,1
1477,2024-01-13,North,Web,Home,Desk Lamp,Consumer,9,31.08,0.00,279.70,145.45,134.26,true,false,6
1478,2024-01-14,South,Store,Home,Storage Bin,Small Business,1,17.20,0.05,16.34,7.68,8.66,true,false,5
1479,2024-01-15,East,Wholesale,Outdoors,Trail Bottle,Enterprise,20,24.21,0.10,435.78,191.74,244.04,true,false,6
1480,2024-01-16,West,Web,Outdoors,Camp Chair,Consumer,9,71.33,0.20,513.61,297.89,215.72,true,false,2
1481,2024-01-17,North,Store,Kitchen,Chef Pan,Small Business,13,47.53,0.00,617.87,339.83,278.04,true,true,5
1482,2024-01-18,South,Wholesale,Electronics,USB Hub,Enterprise,20,27.79,0.05,527.96,332.61,195.34,true,false,6
1483,2024-01-19,East,Web,Home,Desk Lamp,Consumer,1,33.56,0.10,30.20,15.70,14.50,true,false,6
1484,2024-01-20,West,Store,Home,Storage Bin,Small Business,1,18.38,0.20,14.70,6.91,7.79,true,false,6
1485,2024-01-21,North,Wholesale,Outdoors,Trail Bottle,Enterprise,9,24.94,0.00,224.43,98.75,125.68,true,true,6
1486,2024-01-22,South,Web,Outdoors,Camp Chair,Consumer,20,72.48,0.05,1377.20,798.77,578.42,true,false,1
1487,2024-01-23,East,Store,Kitchen,Chef Pan,Small Business,2,45.48,0.10,81.86,45.02,36.84,true,false,5
1488,2024-01-24,West,Wholesale,Electronics,USB Hub,Enterprise,9,27.89,0.20,200.80,126.50,74.29,true,false,6
1489,2024-01-25,North,Web,Home,Desk Lamp,Consumer,1,33.64,0.00,33.64,17.49,16.15,true,false,6
1490,2024-01-26,South,Store,Home,Storage Bin,Small Business,19,17.35,0.05,313.26,147.23,166.03,true,false,4
1491,2024-01-27,East,Wholesale,Outdoors,Trail Bottle,Enterprise,14,23.71,0.10,298.69,131.42,167.27,true,false,1
1492,2024-01-28,West,Web,Outdoors,Camp Chair,Consumer,5,77.61,0.20,310.45,180.06,130.39,true,false,6
1493,2024-01-29,North,Store,Kitchen,Chef Pan,Small Business,2,48.10,0.00,96.21,52.91,43.29,true,false,4
1494,2024-01-30,South,Wholesale,Electronics,USB Hub,Enterprise,1,27.34,0.05,25.97,16.36,9.61,true,false,5
1495,2024-01-31,East,Web,Home,Desk Lamp,Consumer,7,31.87,0.10,200.79,104.41,96.38,true,false,5
1496,2024-02-01,West,Store,Home,Storage Bin,Small Business,14,18.86,0.20,211.26,99.29,111.97,true,false,1
1497,2024-02-02,North,Wholesale,Outdoors,Trail Bottle,Enterprise,19,25.15,0.00,477.91,210.28,267.63,true,false,6
1498,2024-02-03,South,Web,Outdoors,Camp Chair,Consumer,4,77.17,0.05,293.26,170.09,123.17,false,false,6
1499,2024-02-04,East,Store,Kitchen,Chef Pan,Small Business,14,48.20,0.10,607.37,334.06,273.32,true,false,2
1500,2024-02-05,West,Wholesale,Electronics,USB Hub,Enterprise,6,27.95,0.20,134.14,84.51,49.63,true,false,4
1501,2024-02-06,North,Web,Home,Desk Lamp,Consumer,22,31.06,0.00,683.35,355.34,328.01,true,false,4
1502,2024-02-07,South,Store,Home,Storage Bin,Small Business,18,18.30,,329.38,154.81,174.57,true,false,6
1503,2024-02-08,East,Wholesale,Outdoors,Trail Bottle,Enterprise,14,22.97,0.10,289.39,127.33,162.06,true,false,2
1504,2024-02-09,West,Web,Outdoors,Camp Chair,Consumer,14,70.61,0.20,790.85,458.69,332.16,false,false,5
1505,2024-02-10,North,Store,Kitchen,Chef Pan,Small Business,1,44.60,0.00,44.60,24.53,20.07,true,false,5
1506,2024-02-11,South,Wholesale,Electronics,USB Hub,Enterprise,12,29.21,0.05,333.05,209.82,123.23,true,false,3
1507,2024-02-12,East,Web,Home,Desk Lamp,Consumer,18,33.30,0.10,539.38,280.48,258.90,true,false,4
1508,2024-02-13,West,Store,Home,Storage Bin,Small Business,6,17.17,0.20,82.40,38.73,43.67,true,false,4
1509,2024-02-14,North,Wholesale,Outdoors,Trail Bottle,Enterprise,14,23.64,0.00,331.01,145.65,185.37,true,false,6
1510,2024-02-15,South,Web,Outdoors,Camp Chair,Consumer,11,75.44,0.05,788.30,457.22,331.09,true,false,2
1511,2024-02-16,East,Store,Kitchen,Chef Pan,Small Business,20,43.42,0.10,781.59,429.88,351.72,true,false,6
1512,2024-02-17,West,Wholesale,Electronics,USB Hub,Enterprise,9,26.75,0.20,192.59,121.33,71.26,true,false,5
1513,2024-02-18,North,Web,Home,Desk Lamp,Consumer,14,33.70,0.00,471.83,245.35,226.48,true,false,2
1514,2024-02-19,South,Store,Home,Storage Bin,Small Business,1,18.48,0.05,17.56,8.25,9.30,true,false,6
1515,2024-02-20,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,23.10,0.10,124.77,54.90,69.87,true,false,2
1516,2024-02-21,West,Web,Outdoors,Camp Chair,Consumer,2,70.06,0.20,112.10,65.02,47.08,true,false,3
1517,2024-02-22,North,Store,Kitchen,Chef Pan,Small Business,2,45.70,0.00,91.39,50.27,41.13,true,false,4
1518,2024-02-23,South,Wholesale,Electronics,USB Hub,Enterprise,18,29.26,0.05,500.39,315.25,185.14,true,true,6
1519,2024-02-24,East,Web,Home,Desk Lamp,Consumer,9,32.89,0.10,266.43,138.54,127.89,true,false,3
1520,2024-02-25,West,Store,Home,Storage Bin,Small Business,22,18.81,0.20,330.99,155.57,175.43,true,false,3
1521,2024-02-26,North,Wholesale,Outdoors,Trail Bottle,Enterprise,16,23.73,0.00,379.72,167.08,212.64,true,false,1
1522,2024-02-27,South,Web,Outdoors,Camp Chair,Consumer,1,76.82,0.05,72.98,42.33,30.65,true,false,2
1523,2024-02-28,East,Store,Kitchen,Chef Pan,Small Business,1,46.28,0.10,41.65,22.91,18.74,true,false,5
1524,2024-02-29,West,Wholesale,Electronics,USB Hub,Enterprise,2,29.24,0.20,46.79,29.48,17.31,false,false,3
1525,2024-03-01,North,Web,Home,Desk Lamp,Consumer,13,31.47,0.00,409.09,212.73,196.36,true,false,1
1526,2024-03-02,South,Store,Home,Storage Bin,Small Business,21,17.97,0.05,358.53,168.51,190.02,true,false,
1527,2024-03-03,East,Wholesale,Outdoors,Trail Bottle,Enterprise,6,23.50,0.10,126.89,55.83,71.06,false,false,5
1528,2024-03-04,West,Web,Outdoors,Camp Chair,Consumer,25,74.54,0.20,1490.78,864.66,626.13,true,false,5
1529,2024-03-05,North,Store,Kitchen,Chef Pan,Small Business,23,46.66,0.00,1073.23,590.28,482.96,true,false,4
1530,2024-03-06,South,Wholesale,Electronics,USB Hub,Enterprise,1,28.42,0.05,27.00,17.01,9.99,true,false,4
1531,2024-03-07,East,Web,Home,Desk Lamp,Consumer,19,32.83,0.10,561.31,291.88,269.43,true,false,6
1532,2024-03-08,West,Store,Home,Storage Bin,Small Business,14,17.14,0.20,192.01,90.24,101.77,true,false,4
1533,2024-03-09,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,23.56,0.00,400.44,176.19,224.24,true,false,5
1534,2024-03-10,South,Web,Outdoors,Camp Chair,Consumer,1,71.88,0.05,68.29,39.61,28.68,true,false,5
1535,2024-03-11,East,Store,Kitchen,Chef Pan,Small Business,1,43.50,0.10,39.15,21.53,17.62,true,false,3
1536,2024-03-12,West,Wholesale,Electronics,USB Hub,Enterprise,12,28.96,0.20,278.01,175.15,102.86,true,false,6
1537,2024-03-13,North,Web,Home,Desk Lamp,Consumer,1,31.65,0.00,31.65,16.46,15.19,true,false,2
1538,2024-03-14,South,Store,Home,Storage Bin,Small Business,12,17.11,0.05,195.01,91.65,103.35,true,false,1
1539,2024-03-15,East,Wholesale,Outdoors,Trail Bottle,Enterprise,23,23.34,0.10,483.05,212.54,270.51,true,false,5
1540,2024-03-16,West,Web,Outdoors,Camp Chair,Consumer,18,72.55,0.20,1044.73,605.94,438.79,true,false,2
1541,2024-03-17,North,Store,Kitchen,Chef Pan,Small Business,2,44.12,0.00,88.24,48.53,39.71,true,false,5
1542,2024-03-18,South,Wholesale,Electronics,USB Hub,Enterprise,12,27.27,0.05,310.89,195.86,115.03,true,false,4
1543,2024-03-19,East,Web,Home,Desk Lamp,Consumer,21,33.38,0.10,630.95,328.10,302.86,true,false,4
1544,2024-03-20,West,Store,Home,Storage Bin,Small Business,7,18.70,0.20,104.74,49.23,55.51,true,false,6
1545,2024-03-21,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.43,0.00,24.43,10.75,13.68,true,false,3
1546,2024-03-22,South,Web,Outdoors,Camp Chair,Consumer,18,73.30,0.05,1253.44,727.00,526.45,true,false,4
1547,2024-03-23,East,Store,Kitchen,Chef Pan,Small Business,14,43.46,0.10,547.63,301.20,246.44,true,false,4
1548,2024-03-24,West,Wholesale,Electronics,USB Hub,Enterprise,5,29.41,0.20,117.63,74.11,43.52,false,false,3
1549,2024-03-25,North,Web,Home,Desk Lamp,Consumer,8,32.21,0.00,257.67,133.99,123.68,true,false,2
1550,2024-03-26,South,Store,Home,Storage Bin,Small Business,23,17.06,0.05,372.77,175.20,197.57,true,false,6
1551,2024-03-27,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.86,0.10,21.48,9.45,12.03,true,false,3
1552,2024-03-28,West,Web,Outdoors,Camp Chair,Consumer,14,77.07,0.20,863.17,500.64,362.53,true,false,5
1553,2024-03-29,North,Store,Kitchen,Chef Pan,Small Business,17,43.90,0.00,746.28,410.45,335.82,true,false,6
1554,2024-03-30,South,Wholesale,Electronics,USB Hub,Enterprise,6,28.18,0.05,160.60,101.18,59.42,true,false,3
1555,2024-03-31,East,Web,Home,Desk Lamp,Consumer,15,33.24,0.10,448.72,233.33,215.38,true,true,7
1556,2024-04-01,West,Store,Home,Storage Bin,Small Business,1,18.77,0.20,15.02,7.06,7.96,true,false,2
1557,2024-04-02,North,Wholesale,Outdoors,Trail Bottle,Enterprise,12,24.43,0.00,293.20,129.01,164.19,true,false,5
1558,2024-04-03,South,Web,Outdoors,Camp Chair,Consumer,17,69.58,0.05,1123.77,651.78,471.98,true,false,2
1559,2024-04-04,East,Store,Kitchen,Chef Pan,Small Business,7,47.58,0.10,299.75,164.86,134.89,true,false,5
1560,2024-04-05,West,Wholesale,Electronics,USB Hub,Enterprise,17,28.15,0.20,382.79,241.16,141.63,true,false,6
1561,2024-04-06,North,Web,Home,Desk Lamp,Consumer,1,33.04,0.00,33.04,17.18,15.86,true,false,3
1562,2024-04-07,South,Store,Home,Storage Bin,Small Business,4,17.36,0.05,65.99,31.01,34.97,true,false,4
1563,2024-04-08,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,24.36,0.10,87.70,38.59,49.11,true,false,5
1564,2024-04-09,West,Web,Outdoors,Camp Chair,Consumer,10,78.24,0.20,625.90,363.02,262.88,true,false,1
1565,2024-04-10,North,Store,Kitchen,Chef Pan,Small Business,26,47.58,0.00,1236.99,680.35,556.65,true,false,1
1566,2024-04-11,South,Wholesale,Electronics,USB Hub,Enterprise,9,28.41,0.05,242.92,153.04,89.88,true,false,1
1567,2024-04-12,East,Web,Home,Desk Lamp,Consumer,17,31.51,0.10,482.08,250.68,231.40,false,false,3
1568,2024-04-13,West,Store,Home,Storage Bin,Small Business,1,17.29,0.20,13.83,6.50,7.33,true,false,4
1569,2024-04-14,North,Wholesale,Outdoors,Trail Bottle,Enterprise,11,23.18,0.00,255.00,112.20,142.80,true,false,2
1570,2024-04-15,South,Web,Outdoors,Camp Chair,Consumer,28,77.79,0.05,2069.22,1200.15,869.07,true,false,1
1571,2024-04-16,East,Store,Kitchen,Chef Pan,Small Business,1,45.08,0.10,40.57,22.31,18.26,false,false,6
1572,2024-04-17,West,Wholesale,Electronics,USB Hub,Enterprise,8,27.47,0.20,175.83,110.78,65.06,true,false,1
1573,2024-04-18,North,Web,Home,Desk Lamp,Consumer,13,33.63,0.00,437.18,227.33,209.84,true,false,1
1574,2024-04-19,South,Store,Home,Storage Bin,Small Business,8,18.83,0.05,143.08,67.25,75.83,true,false,3
1575,2024-04-20,East,Wholesale,Outdoors,Trail Bottle,Enterprise,21,25.21,0.10,476.45,209.64,266.81,true,false,5
1576,2024-04-21,West,Web,Outdoors,Camp Chair,Consumer,3,71.40,0.20,171.35,99.38,71.97,true,false,3
1577,2024-04-22,North,Store,Kitchen,Chef Pan,Small Business,25,46.98,0.00,1174.50,645.97,528.52,true,false,3
1578,2024-04-23,South,Wholesale,Electronics,USB Hub,Enterprise,19,28.03,0.05,505.85,318.69,187.17,true,false,1
1579,2024-04-24,East,Web,Home,Desk Lamp,Consumer,3,33.29,0.10,89.87,46.73,43.14,true,false,3
1580,2024-04-25,West,Store,Home,Storage Bin,Small Business,11,18.03,0.20,158.67,74.57,84.09,true,false,5
1581,2024-04-26,North,Wholesale,Outdoors,Trail Bottle,Enterprise,17,25.24,,429.03,188.77,240.25,true,false,1
1582,2024-04-27,South,Web,Outdoors,Camp Chair,Consumer,22,76.17,0.05,1591.85,923.27,668.58,true,false,1
1583,2024-04-28,East,Store,Kitchen,Chef Pan,Small Business,8,43.98,0.10,316.68,174.17,142.51,true,false,2
1584,2024-04-29,West,Wholesale,Electronics,USB Hub,Enterprise,4,26.72,0.20,85.51,53.87,31.64,true,false,4
1585,2024-04-30,North,Web,Home,Desk Lamp,Consumer,1,30.28,0.00,30.28,15.75,14.54,true,false,4
1586,2024-05-01,South,Store,Home,Storage Bin,Small Business,25,18.27,0.05,433.86,203.91,229.95,true,true,5
1587,2024-05-02,East,Wholesale,Outdoors,Trail Bottle,Enterprise,23,23.57,0.10,487.83,214.65,273.19,true,false,
1588,2024-05-03,West,Web,Outdoors,Camp Chair,Consumer,7,69.77,0.20,390.73,226.62,164.11,true,false,4
1589,2024-05-04,North,Store,Kitchen,Chef Pan,Small Business,2,46.87,0.00,93.74,51.56,42.18,true,false,6
1590,2024-05-05,South,Wholesale,Electronics,USB Hub,Enterprise,3,27.50,0.05,78.37,49.37,29.00,true,false,1
1591,2024-05-06,East,Web,Home,Desk Lamp,Consumer,1,31.28,0.10,28.16,14.64,13.51,true,false,5
1592,2024-05-07,West,Store,Home,Storage Bin,Small Business,6,17.76,0.20,85.26,40.07,45.19,true,true,9
1593,2024-05-08,North,Wholesale,Outdoors,Trail Bottle,Enterprise,2,22.97,0.00,45.95,20.22,25.73,false,false,1
1594,2024-05-09,South,Web,Outdoors,Camp Chair,Consumer,3,73.23,0.05,208.71,121.05,87.66,true,false,3
1595,2024-05-10,East,Store,Kitchen,Chef Pan,Small Business,17,48.38,0.10,740.28,407.15,333.12,true,false,3
1596,2024-05-11,West,Wholesale,Electronics,USB Hub,Enterprise,17,27.57,0.20,375.02,236.26,138.76,true,false,6
1597,2024-05-12,North,Web,Home,Desk Lamp,Consumer,31,32.74,0.00,1014.94,527.77,487.17,true,false,1
1598,2024-05-13,South,Store,Home,Storage Bin,Small Business,18,17.85,0.05,305.32,143.50,161.82,true,false,1
1599,2024-05-14,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,24.83,0.10,89.40,39.34,50.06,true,false,1
1600,2024-05-15,West,Web,Outdoors,Camp Chair,Consumer,29,74.76,0.20,1734.40,1005.95,728.45,true,false,4
1601,2024-05-16,North,Store,Kitchen,Chef Pan,Small Business,15,45.61,0.00,684.11,376.26,307.85,true,false,5
1602,2024-05-17,South,Wholesale,Electronics,USB Hub,Enterprise,2,28.35,0.05,53.86,33.93,19.93,true,false,6
1603,2024-05-18,East,Web,Home,Desk Lamp,Consumer,3,31.59,0.10,85.28,44.35,40.94,true,false,5
1604,2024-05-19,West,Store,Home,Storage Bin,Small Business,25,18.59,0.20,371.85,174.77,197.08,true,false,1
1605,2024-05-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,3,25.14,0.00,75.43,33.19,42.24,true,false,5
1606,2024-05-21,South,Web,Outdoors,Camp Chair,Consumer,10,77.92,0.05,740.19,429.31,310.88,true,false,1
1607,2024-05-22,East,Store,Kitchen,Chef Pan,Small Business,6,46.66,0.10,251.97,138.59,113.39,true,false,2
1608,2024-05-23,West,Wholesale,Electronics,USB Hub,Enterprise,19,27.71,0.20,421.19,265.35,155.84,true,false,1
1609,2024-05-24,North,Web,Home,Desk Lamp,Consumer,7,32.98,0.00,230.86,120.05,110.81,true,false,3
1610,2024-05-25,South,Store,Home,Storage Bin,Small Business,10,18.97,0.05,180.21,84.70,95.51,true,false,5
1611,2024-05-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,4,25.09,0.10,90.31,39.74,50.57,true,false,1
1612,2024-05-27,West,Web,Outdoors,Camp Chair,Consumer,20,71.35,0.20,1141.57,662.11,479.46,true,false,2
1613,2024-05-28,North,Store,Kitchen,Chef Pan,Small Business,3,46.86,0.00,140.59,77.32,63.26,true,false,2
1614,2024-05-29,South,Wholesale,Electronics,USB Hub,Enterprise,10,29.03,0.05,275.77,173.73,102.03,false,false,3
1615,2024-05-30,East,Web,Home,Desk Lamp,Consumer,1,31.12,0.10,28.01,14.56,13.44,true,false,4
1616,2024-05-31,West,Store,Home,Storage Bin,Small Business,1,18.84,0.20,15.07,7.08,7.99,true,false,1
1617,2024-06-01,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,23.79,0.00,23.79,10.47,13.32,true,false,3
1618,2024-06-02,South,Web,Outdoors,Camp Chair,Consumer,1,71.01,0.05,67.46,39.13,28.33,true,false,2
1619,2024-06-03,East,Store,Kitchen,Chef Pan,Small Business,2,45.80,0.10,82.44,45.34,37.10,true,false,1
1620,2024-06-04,West,Wholesale,Electronics,USB Hub,Enterprise,26,26.60,0.20,553.35,348.61,204.74,true,false,2
1621,2024-06-05,North,Web,Home,Desk Lamp,Consumer,9,32.83,0.00,295.51,153.67,141.85,true,false,4
1622,2024-06-06,South,Store,Home,Storage Bin,Small Business,6,18.35,0.05,104.61,49.16,55.44,true,false,2
1623,2024-06-07,East,Wholesale,Outdoors,Trail Bottle,Enterprise,3,24.89,0.10,67.19,29.56,37.63,true,false,1
1624,2024-06-08,West,Web,Outdoors,Camp Chair,Consumer,29,71.43,0.20,1657.06,961.10,695.97,true,false,1
1625,2024-06-09,North,Store,Kitchen,Chef Pan,Small Business,1,43.68,0.00,43.68,24.02,19.65,false,false,2
1626,2024-06-10,South,Wholesale,Electronics,USB Hub,Enterprise,20,26.33,0.05,500.19,315.12,185.07,true,false,5
1627,2024-06-11,East,Web,Home,Desk Lamp,Consumer,1,32.23,0.10,29.00,15.08,13.92,true,false,2
1628,2024-06-12,West,Store,Home,Storage Bin,Small Business,10,17.93,0.20,143.48,67.43,76.04,true,false,2
1629,2024-06-13,North,Wholesale,Outdoors,Trail Bottle,Enterprise,21,23.62,0.00,496.09,218.28,277.81,true,true,8
1630,2024-06-14,South,Web,Outdoors,Camp Chair,Consumer,13,71.23,0.05,879.69,510.22,369.47,true,false,1
1631,2024-06-15,East,Store,Kitchen,Chef Pan,Small Business,6,43.99,0.10,237.55,130.65,106.90,false,false,6
1632,2024-06-16,West,Wholesale,Electronics,USB Hub,Enterprise,14,28.74,0.20,321.91,202.80,119.11,true,false,2
1633,2024-06-17,North,Web,Home,Desk Lamp,Consumer,6,31.78,0.00,190.69,99.16,91.53,true,false,6
1634,2024-06-18,South,Store,Home,Storage Bin,Small Business,10,17.96,0.05,170.60,80.18,90.42,true,false,5
1635,2024-06-19,East,Wholesale,Outdoors,Trail Bottle,Enterprise,20,24.14,0.10,434.56,191.20,243.35,true,false,4
1636,2024-06-20,West,Web,Outdoors,Camp Chair,Consumer,2,75.53,0.20,120.85,70.09,50.76,true,false,5
1637,2024-06-21,North,Store,Kitchen,Chef Pan,Small Business,31,44.94,0.00,1393.21,766.26,626.94,true,false,5
1638,2024-06-22,South,Wholesale,Electronics,USB Hub,Enterprise,17,29.37,0.05,474.26,298.79,175.48,true,false,5
1639,2024-06-23,East,Web,Home,Desk Lamp,Consumer,2,31.16,0.10,56.09,29.17,26.93,true,false,1
1640,2024-06-24,West,Store,Home,Storage Bin,Small Business,1,18.85,0.20,15.08,7.09,7.99,true,false,1
1641,2024-06-25,North,Wholesale,Outdoors,Trail Bottle,Enterprise,14,23.73,0.00,332.17,146.15,186.01,true,false,1
1642,2024-06-26,South,Web,Outdoors,Camp Chair,Consumer,18,71.65,0.05,1225.14,710.58,514.56,false,false,6
1643,2024-06-27,East,Store,Kitchen,Chef Pan,Small Business,25,46.67,0.10,1050.10,577.56,472.55,true,false,1
1644,2024-06-28,West,Wholesale,Electronics,USB Hub,Enterprise,1,28.01,0.20,22.41,14.12,8.29,true,false,3
1645,2024-06-29,North,Web,Home,Desk Lamp,Consumer,1,31.07,0.00,31.07,16.16,14.92,true,false,4
1646,2024-06-30,South,Store,Home,Storage Bin,Small Business,1,17.59,0.05,16.71,7.85,8.85,true,false,2
1647,2024-07-01,East,Wholesale,Outdoors,Trail Bottle,Enterprise,9,25.16,0.10,203.76,89.65,114.11,true,false,1
1648,2024-07-02,West,Web,Outdoors,Camp Chair,Consumer,11,71.24,0.20,626.93,363.62,263.31,true,false,
1649,2024-07-03,North,Store,Kitchen,Chef Pan,Small Business,4,46.93,0.00,187.72,103.25,84.47,true,false,5
1650,2024-07-04,South,Wholesale,Electronics,USB Hub,Enterprise,8,28.72,0.05,218.25,137.50,80.75,true,false,4
1651,2024-07-05,East,Web,Home,Desk Lamp,Consumer,30,30.91,0.10,834.48,433.93,400.55,true,false,3
1652,2024-07-06,West,Store,Home,Storage Bin,Small Business,9,16.99,0.20,122.33,57.49,64.83,false,false,5
1653,2024-07-07,North,Wholesale,Outdoors,Trail Bottle,Enterprise,1,25.37,0.00,25.37,11.16,14.21,true,false,1
1654,2024-07-08,South,Web,Outdoors,Camp Chair,Consumer,1,69.98,0.05,66.48,38.56,27.92,true,false,6
1655,2024-07-09,East,Store,Kitchen,Chef Pan,Small Business,8,45.52,0.10,327.71,180.24,147.47,true,false,2
1656,2024-07-10,West,Wholesale,Electronics,USB Hub,Enterprise,1,27.14,0.20,21.71,13.68,8.03,false,false,4
1657,2024-07-11,North,Web,Home,Desk Lamp,Consumer,10,33.57,0.00,335.67,174.55,161.12,true,false,5
1658,2024-07-12,South,Store,Home,Storage Bin,Small Business,20,17.75,0.05,337.25,158.51,178.74,true,false,5
1659,2024-07-13,East,Wholesale,Outdoors,Trail Bottle,Enterprise,30,25.39,0.10,685.60,301.66,383.94,true,true,9
1660,2024-07-14,West,Web,Outdoors,Camp Chair,Consumer,31,73.63,,2282.39,1323.79,958.61,true,false,1
1661,2024-07-15,North,Store,Kitchen,Chef Pan,Small Business,1,45.10,0.00,45.10,24.81,20.30,true,false,3
1662,2024-07-16,South,Wholesale,Electronics,USB Hub,Enterprise,24,29.63,0.05,675.65,425.66,249.99,true,false,2
1663,2024-07-17,East,Web,Home,Desk Lamp,Consumer,13,33.85,0.10,396.03,205.94,190.09,true,false,2
1664,2024-07-18,West,Store,Home,Storage Bin,Small Business,33,18.96,0.20,500.50,235.23,265.26,true,false,5
1665,2024-07-19,North,Wholesale,Outdoors,Trail Bottle,Enterprise,35,25.37,0.00,887.80,390.63,497.17,true,false,2
1666,2024-07-20,South,Web,Outdoors,Camp Chair,Consumer,14,70.14,0.05,932.88,541.07,391.81,true,true,5
1667,2024-07-21,East,Store,Kitchen,Chef Pan,Small Business,9,48.38,0.10,391.92,215.56,176.36,true,false,1
1668,2024-07-22,West,Wholesale,Electronics,USB Hub,Enterprise,6,27.74,0.20,133.17,83.90,49.27,true,false,5
1669,2024-07-23,North,Web,Home,Desk Lamp,Consumer,19,30.60,0.00,581.39,302.32,279.07,true,false,2
1670,2024-07-24,South,Store,Home,Storage Bin,Small Business,28,17.90,0.05,476.08,223.76,252.32,true,false,4
1671,2024-07-25,East,Wholesale,Outdoors,Trail Bottle,Enterprise,5,24.33,0.10,109.47,48.17,61.30,true,false,3
1672,2024-07-26,West,Web,Outdoors,Camp Chair,Consumer,3,70.45,0.20,169.08,98.07,71.01,true,false,2
1673,2024-07-27,North,Store,Kitchen,Chef Pan,Small Business,5,46.04,0.00,230.20,126.61,103.59,true,false,1
1674,2024-07-28,South,Wholesale,Electronics,USB Hub,Enterprise,8,27.21,0.05,206.81,130.29,76.52,true,true,2
1675,2024-07-29,East,Web,Home,Desk Lamp,Consumer,9,32.07,0.10,259.77,135.08,124.69,true,false,3
